userName,score,content,case_folding,hasil_normalisasi,tokenizing,stopword_removal,Sentimen,label_svm,Topik_LDA,processed_words,servqual_label
Pengguna Google,1,"Sudah di masukan no HP sama email tetap juga gak bisa login, bantu solusi nya",sudah di masukan no hp sama email tetap juga gak bisa login bantu solusi nya,sudah di masukan nomor hp sama email tetap juga tidak bisa login bantu solusi ya,"['sudah', 'di', 'masukan', 'nomor', 'hp', 'sama', 'email', 'tetap', 'juga', 'tidak', 'bisa', 'login', 'bantu', 'solusi', 'ya']","['sudah', 'masukan', 'nomor', 'hp', 'email', 'tidak', 'bisa', 'login', 'bantu', 'solusi']",2,2,2,"['sudah', 'masukan', 'nomor', 'hp', 'email', 'tidak', 'bisa', 'login', 'bantu', 'solusi']",reliability
Pengguna Google,1,"Apa apaan ini, kok malah gak bisa dibuka, hp saya gak di root, gak pakai emulator, kok force close",apa apaan ini kok malah gak bisa dibuka hp saya gak di root gak pakai emulator kok force close,apa apaan ini kok malah tidak bisa dibuka hp saya tidak di root tidak pakai emulator kok force close,"['apa', 'apaan', 'ini', 'kok', 'malah', 'tidak', 'bisa', 'dibuka', 'hp', 'saya', 'tidak', 'di', 'root', 'tidak', 'pakai', 'emulator', 'kok', 'force', 'close']","['tidak', 'bisa', 'dibuka', 'hp', 'tidak', 'root', 'tidak', 'pakai', 'emulator', 'force', 'close']",1,1,0,"['tidak', 'bisa', 'dibuka', 'hp', 'tidak', 'root', 'tidak', 'pakai', 'emulator', 'force', 'close']",reliability
Pengguna Google,3,Yang di daerah² kecil (pelosok) belum maksimal aplikasinya bisa di gunakan,yang di daerah kecil pelosok belum maksimal aplikasinya bisa di gunakan,yang di daerah kecil pelosok belum maksimal aplikasinya bisa di gunakan,"['yang', 'di', 'daerah', 'kecil', 'pelosok', 'belum', 'maksimal', 'aplikasinya', 'bisa', 'di', 'gunakan']","['daerah', 'pelosok', 'maksimal', 'aplikasinya', 'bisa']",2,2,0,"['daerah', 'pelosok', 'maksimal', 'aplikasinya', 'bisa']",Tidak Ada Kecocokan
Pengguna Google,5,Topbgt,topbgt,topbgt,['topbgt'],['topbgt'],0,0,0,['topbgt'],Tidak Ada Kecocokan
Pengguna Google,1,Kenapa setiap masuk suka ada tulisan di root gto udh di uninstall di download lagi tp ttp bgt parah bener nie,kenapa setiap masuk suka ada tulisan di root gto udh di uninstall di download lagi tp ttp bgt parah bener nie,kenapa setiap masuk suka ada tulisan di root gto sudah di uninstall di unduh lagi tapi tetap sangat parah benar ini,"['kenapa', 'setiap', 'masuk', 'suka', 'ada', 'tulisan', 'di', 'root', 'gto', 'sudah', 'di', 'uninstall', 'di', 'unduh', 'lagi', 'tapi', 'tetap', 'sangat', 'parah', 'benar', 'ini']","['masuk', 'suka', 'tulisan', 'root', 'gto', 'sudah', 'uninstall', 'unduh', 'sangat', 'parah']",1,1,0,"['masuk', 'suka', 'tulisan', 'root', 'gto', 'sudah', 'uninstall', 'unduh', 'sangat', 'parah']",Tidak Ada Kecocokan
Pengguna Google,1,Apk donggo kode pendaftaran yg pake otp udh bener nomer telfon ny gaada kodenya anjir udh 1jam nyoba ttp gaada lengob,apk donggo kode pendaftaran yg pake otp udh bener nomer telfon ny gaada kodenya anjir udh jam nyoba ttp gaada lengob,aplikasi donggo kode pendaftaran yang pakai otp sudah benar nomor telfon nya tidak ada kodenya anjir sudah jam mencoba tetap tidak ada lengob,"['aplikasi', 'donggo', 'kode', 'pendaftaran', 'yang', 'pakai', 'otp', 'sudah', 'benar', 'nomor', 'telfon', 'nya', 'tidak', 'ada', 'kodenya', 'anjir', 'sudah', 'jam', 'mencoba', 'tetap', 'tidak', 'ada', 'lengob']","['aplikasi', 'donggo', 'kode', 'pendaftaran', 'pakai', 'otp', 'sudah', 'nomor', 'telfon', 'tidak', 'kodenya', 'sudah', 'jam', 'mencoba', 'tidak', 'lengob']",1,1,2,"['aplikasi', 'donggo', 'kode', 'pendaftaran', 'pakai', 'otp', 'sudah', 'nomor', 'telfon', 'tidak', 'kodenya', 'sudah', 'jam', 'mencoba', 'tidak', 'lengob']",reliability
Pengguna Google,5,Kak saya mau daftar antrean tapi muncul tulisan (poli tidak ditemukan) ini bagaimana tolong dijawab segera kak,kak saya mau daftar antrean tapi muncul tulisan poli tidak ditemukan ini bagaimana tolong dijawab segera kak,kak saya mau daftar antrian tetapi muncul tulisan poli tidak ditemukan ini bagaimana tolong dijawab segera kak,"['kak', 'saya', 'mau', 'daftar', 'antrian', 'tetapi', 'muncul', 'tulisan', 'poli', 'tidak', 'ditemukan', 'ini', 'bagaimana', 'tolong', 'dijawab', 'segera', 'kak']","['kak', 'daftar', 'antrian', 'muncul', 'tulisan', 'poli', 'tidak', 'ditemukan', 'tolong', 'kak']",1,1,0,"['kak', 'daftar', 'antrian', 'muncul', 'tulisan', 'poli', 'tidak', 'ditemukan', 'tolong', 'kak']",reliability
Pengguna Google,2,jelek terus aja loading atau coba lagi,jelek terus aja loading atau coba lagi,jelek terus saja loading atau coba lagi,"['jelek', 'terus', 'saja', 'loading', 'atau', 'coba', 'lagi']","['jelek', 'loading', 'coba']",1,1,2,"['jelek', 'loading', 'coba']",tangibles
Pengguna Google,5,bagus semua,bagus semua,bagus semua,"['bagus', 'semua']",['bagus'],2,2,1,['bagus'],Tidak Ada Kecocokan
Pengguna Google,1,"Seperti aplikasi pemerintah yang lainnya daftar account pun nggk bisa malah di suruh ke kantor cabang, dikarenakan no. hp tidak sesuai, kan udah ada otp tidak sesuai dmananya?",seperti aplikasi pemerintah yang lainnya daftar account pun nggk bisa malah di suruh ke kantor cabang dikarenakan no hp tidak sesuai kan udah ada otp tidak sesuai dmananya,seperti aplikasi pemerintah yang lainnya daftar account pun tidak bisa malah di suruh ke kantor cabang dikarenakan nomor hp tidak sesuai kan sudah ada otp tidak sesuai dmananya,"['seperti', 'aplikasi', 'pemerintah', 'yang', 'lainnya', 'daftar', 'account', 'pun', 'tidak', 'bisa', 'malah', 'di', 'suruh', 'ke', 'kantor', 'cabang', 'dikarenakan', 'nomor', 'hp', 'tidak', 'sesuai', 'kan', 'sudah', 'ada', 'otp', 'tidak', 'sesuai', 'dmananya']","['aplikasi', 'pemerintah', 'daftar', 'account', 'tidak', 'bisa', 'suruh', 'kantor', 'cabang', 'nomor', 'hp', 'tidak', 'sesuai', 'sudah', 'otp', 'tidak', 'sesuai', 'dmananya']",1,1,0,"['aplikasi', 'pemerintah', 'daftar', 'account', 'tidak', 'bisa', 'suruh', 'kantor', 'cabang', 'nomor', 'hp', 'tidak', 'sesuai', 'sudah', 'otp', 'tidak', 'sesuai', 'dmananya']",reliability
Pengguna Google,1,"Gimana ini pendaftaran mobail jkn, ke kantor cabang suruh di apk, di apk nya ga bisa suruh ke kantor cabang, ga jelas banget ni , deskripsi nya pendaftaran mobail nya di tutup sementara",gimana ini pendaftaran mobail jkn ke kantor cabang suruh di apk di apk nya ga bisa suruh ke kantor cabang ga jelas banget ni  deskripsi nya pendaftaran mobail nya di tutup sementara,bagaimana ini pendaftaran mobail jkn ke kantor cabang suruh di aplikasi di aplikasi ya tidak bisa suruh ke kantor cabang tidak jelas banget nih deskripsi ya pendaftaran mobail ya di tutup sementara,"['bagaimana', 'ini', 'pendaftaran', 'mobail', 'jkn', 'ke', 'kantor', 'cabang', 'suruh', 'di', 'aplikasi', 'di', 'aplikasi', 'ya', 'tidak', 'bisa', 'suruh', 'ke', 'kantor', 'cabang', 'tidak', 'jelas', 'banget', 'nih', 'deskripsi', 'ya', 'pendaftaran', 'mobail', 'ya', 'di', 'tutup', 'sementara']","['pendaftaran', 'mobail', 'jkn', 'kantor', 'cabang', 'suruh', 'aplikasi', 'aplikasi', 'tidak', 'bisa', 'suruh', 'kantor', 'cabang', 'tidak', 'banget', 'deskripsi', 'pendaftaran', 'mobail', 'tutup']",1,1,0,"['pendaftaran', 'mobail', 'jkn', 'kantor', 'cabang', 'suruh', 'aplikasi', 'aplikasi', 'tidak', 'bisa', 'suruh', 'kantor', 'cabang', 'tidak', 'banget', 'deskripsi', 'pendaftaran', 'mobail', 'tutup']",tangibles
Pengguna Google,5,Is very good,is very good,is very bagus,"['is', 'very', 'bagus']","['is', 'very', 'bagus']",2,2,1,"['is', 'very', 'bagus']",Tidak Ada Kecocokan
Pengguna Google,5,Aplikasi yang mantap memudahkan pasien untuk mendaftarkan secara online terus tingkatkan kualitas jaringan dan sukses selalu,aplikasi yang mantap memudahkan pasien untuk mendaftarkan secara online terus tingkatkan kualitas jaringan dan sukses selalu,aplikasi yang mantap memudahkan pasien untuk mendaftarkan secara daring terus tingkatkan kualitas jaringan dan sukses selalu,"['aplikasi', 'yang', 'mantap', 'memudahkan', 'pasien', 'untuk', 'mendaftarkan', 'secara', 'daring', 'terus', 'tingkatkan', 'kualitas', 'jaringan', 'dan', 'sukses', 'selalu']","['aplikasi', 'mantap', 'memudahkan', 'pasien', 'mendaftarkan', 'daring', 'tingkatkan', 'kualitas', 'jaringan', 'sukses']",2,2,1,"['aplikasi', 'mantap', 'memudahkan', 'pasien', 'mendaftarkan', 'daring', 'tingkatkan', 'kualitas', 'jaringan', 'sukses']",tangibles
Pengguna Google,1,Kemarin nama istri tidak ada lagi di daftar... Terus kelasnya berubah dari kelas 1 ke kelas 2... Kok gak jelas datanya berubah-ubah..,kemarin nama istri tidak ada lagi di daftar terus kelasnya berubah dari kelas  ke kelas  kok gak jelas datanya berubahubah,kemarin nama istri tidak ada lagi di daftar terus kelasnya berubah dari kelas ke kelas kok tidak jelas datanya berubahubah,"['kemarin', 'nama', 'istri', 'tidak', 'ada', 'lagi', 'di', 'daftar', 'terus', 'kelasnya', 'berubah', 'dari', 'kelas', 'ke', 'kelas', 'kok', 'tidak', 'jelas', 'datanya', 'berubahubah']","['kemarin', 'nama', 'istri', 'tidak', 'daftar', 'kelasnya', 'berubah', 'kelas', 'kelas', 'tidak', 'datanya', 'berubahubah']",1,1,0,"['kemarin', 'nama', 'istri', 'tidak', 'daftar', 'kelasnya', 'berubah', 'kelas', 'kelas', 'tidak', 'datanya', 'berubahubah']",reliability
Pengguna Google,5,Memudahkan dalam pemeriksaan kesehatan. Suka aplikasi ini 👍,memudahkan dalam pemeriksaan kesehatan suka aplikasi ini,memudahkan dalam pemeriksaan kesehatan suka aplikasi ini,"['memudahkan', 'dalam', 'pemeriksaan', 'kesehatan', 'suka', 'aplikasi', 'ini']","['memudahkan', 'pemeriksaan', 'kesehatan', 'suka', 'aplikasi']",0,0,1,"['memudahkan', 'pemeriksaan', 'kesehatan', 'suka', 'aplikasi']",tangibles
Pengguna Google,4,"Selalu lebih baik dari hari ini, mohon jika klinik tutup/libur dibuat tidak bisa daftar agar tidak menyesatkan. Pengalaman hari ini, 11/03/2024 di JKN mobile bisa daftar tahunya klinik tutup.",selalu lebih baik dari hari ini mohon jika klinik tutuplibur dibuat tidak bisa daftar agar tidak menyesatkan pengalaman hari ini  di jkn mobile bisa daftar tahunya klinik tutup,selalu lebih baik dari hari ini mohon jika klinik tutuplibur dibuat tidak bisa daftar agar tidak menyesatkan pengalaman hari ini di jkn mobile bisa daftar tahunya klinik tutup,"['selalu', 'lebih', 'baik', 'dari', 'hari', 'ini', 'mohon', 'jika', 'klinik', 'tutuplibur', 'dibuat', 'tidak', 'bisa', 'daftar', 'agar', 'tidak', 'menyesatkan', 'pengalaman', 'hari', 'ini', 'di', 'jkn', 'mobile', 'bisa', 'daftar', 'tahunya', 'klinik', 'tutup']","['lebih', 'baik', 'mohon', 'klinik', 'tutuplibur', 'tidak', 'bisa', 'daftar', 'tidak', 'menyesatkan', 'pengalaman', 'jkn', 'mobile', 'bisa', 'daftar', 'tahunya', 'klinik', 'tutup']",2,2,0,"['lebih', 'baik', 'mohon', 'klinik', 'tutuplibur', 'tidak', 'bisa', 'daftar', 'tidak', 'menyesatkan', 'pengalaman', 'jkn', 'mobile', 'bisa', 'daftar', 'tahunya', 'klinik', 'tutup']",reliability
Pengguna Google,5,pelayanan mudah & Bagus,pelayanan mudah  bagus,pelayanan mudah bagus,"['pelayanan', 'mudah', 'bagus']","['pelayanan', 'mudah', 'bagus']",2,2,1,"['pelayanan', 'mudah', 'bagus']",reliability
Pengguna Google,5,"Sudah lebih baik , mudah dan informatif",sudah lebih baik  mudah dan informatif,sudah lebih baik mudah dan informatif,"['sudah', 'lebih', 'baik', 'mudah', 'dan', 'informatif']","['sudah', 'lebih', 'baik', 'mudah', 'informatif']",2,2,1,"['sudah', 'lebih', 'baik', 'mudah', 'informatif']",reliability
Pengguna Google,1,Kode sms otp cooo knp di persulit nga masuk2 nentot,kode sms otp cooo knp di persulit nga masuk nentot,kode sms otp cooo kenapa di persulit tidak masuk nentot,"['kode', 'sms', 'otp', 'cooo', 'kenapa', 'di', 'persulit', 'tidak', 'masuk', 'nentot']","['kode', 'sms', 'otp', 'cooo', 'persulit', 'tidak', 'masuk', 'nentot']",1,1,2,"['kode', 'sms', 'otp', 'cooo', 'persulit', 'tidak', 'masuk', 'nentot']",assurance
Pengguna Google,5,Pas cocok buat keluarga,pas cocok buat keluarga,ketika cocok buat keluarga,"['ketika', 'cocok', 'buat', 'keluarga']","['cocok', 'keluarga']",0,0,1,"['cocok', 'keluarga']",Tidak Ada Kecocokan
Pengguna Google,5,Kedepannya mudah mudahan lebih baik,kedepannya mudah mudahan lebih baik,kedepannya mudah mudahan lebih baik,"['kedepannya', 'mudah', 'mudahan', 'lebih', 'baik']","['kedepannya', 'mudah', 'mudahan', 'lebih', 'baik']",2,2,1,"['kedepannya', 'mudah', 'mudahan', 'lebih', 'baik']",reliability
Pengguna Google,5,Mudah cepat dan sangat membantu,mudah cepat dan sangat membantu,mudah cepat dan sangat membantu,"['mudah', 'cepat', 'dan', 'sangat', 'membantu']","['mudah', 'cepat', 'sangat', 'membantu']",2,2,1,"['mudah', 'cepat', 'sangat', 'membantu']",responsiveness
Pengguna Google,1,"Ada apk.mobile jkn yg lainnya lagi ga sih , yg lebih bagus daripada apk.ini !! Apk. apaan ini mau dftr aja susah ngabisin data doang..apk jelek !!!!",ada apkmobile jkn yg lainnya lagi ga sih  yg lebih bagus daripada apkini  apk apaan ini mau dftr aja susah ngabisin data doangapk jelek,ada apkmobile jkn yang lainnya lagi tidak sih yang lebih bagus daripada apkini aplikasi apaan ini mau daftar saja susah menghabiskan data doangapk jelek,"['ada', 'apkmobile', 'jkn', 'yang', 'lainnya', 'lagi', 'tidak', 'sih', 'yang', 'lebih', 'bagus', 'daripada', 'apkini', 'aplikasi', 'apaan', 'ini', 'mau', 'daftar', 'saja', 'susah', 'menghabiskan', 'data', 'doangapk', 'jelek']","['apkmobile', 'jkn', 'tidak', 'lebih', 'bagus', 'apkini', 'aplikasi', 'daftar', 'susah', 'menghabiskan', 'data', 'doangapk', 'jelek']",1,1,2,"['apkmobile', 'jkn', 'tidak', 'lebih', 'bagus', 'apkini', 'aplikasi', 'daftar', 'susah', 'menghabiskan', 'data', 'doangapk', 'jelek']",reliability
Pengguna Google,1,"Kenapa sih aplikasi nya gk jelas banget, masa mau daftar aj susah nya minta ampun untuk dapetin kode verifikasinya, udhminta ulang kode tetap aj gk di kirim2 kodenya.. Tolong dong di perbaiki lagi aplikasinya😡😡😡😡",kenapa sih aplikasi nya gk jelas banget masa mau daftar aj susah nya minta ampun untuk dapetin kode verifikasinya udhminta ulang kode tetap aj gk di kirim kodenya tolong dong di perbaiki lagi aplikasinya,kenapa sih aplikasi ya tidak jelas banget masa mau daftar saja susah ya meminta ampun untuk mendapatkan kode verifikasinya udhminta ulang kode tetap saja tidak di kirim kodenya tolong dong di perbaiki lagi aplikasinya,"['kenapa', 'sih', 'aplikasi', 'ya', 'tidak', 'jelas', 'banget', 'masa', 'mau', 'daftar', 'saja', 'susah', 'ya', 'meminta', 'ampun', 'untuk', 'mendapatkan', 'kode', 'verifikasinya', 'udhminta', 'ulang', 'kode', 'tetap', 'saja', 'tidak', 'di', 'kirim', 'kodenya', 'tolong', 'dong', 'di', 'perbaiki', 'lagi', 'aplikasinya']","['aplikasi', 'tidak', 'banget', 'daftar', 'susah', 'ampun', 'kode', 'verifikasinya', 'udhminta', 'ulang', 'kode', 'tidak', 'kirim', 'kodenya', 'tolong', 'perbaiki', 'aplikasinya']",1,1,2,"['aplikasi', 'tidak', 'banget', 'daftar', 'susah', 'ampun', 'kode', 'verifikasinya', 'udhminta', 'ulang', 'kode', 'tidak', 'kirim', 'kodenya', 'tolong', 'perbaiki', 'aplikasinya']",reliability
Pengguna Google,1,"Kenapa gak bisa daftar online? Katanya gak harus ke kantor, bisa online tapi nyatanya kok gak bisa ya 🤔",kenapa gak bisa daftar online katanya gak harus ke kantor bisa online tapi nyatanya kok gak bisa ya,kenapa tidak bisa daftar daring katanya tidak harus ke kantor bisa daring tetapi nyatanya kok tidak bisa ya,"['kenapa', 'tidak', 'bisa', 'daftar', 'daring', 'katanya', 'tidak', 'harus', 'ke', 'kantor', 'bisa', 'daring', 'tetapi', 'nyatanya', 'kok', 'tidak', 'bisa', 'ya']","['tidak', 'bisa', 'daftar', 'daring', 'tidak', 'kantor', 'bisa', 'daring', 'tidak', 'bisa']",0,0,0,"['tidak', 'bisa', 'daftar', 'daring', 'tidak', 'kantor', 'bisa', 'daring', 'tidak', 'bisa']",reliability
Pengguna Google,5,Saya ada masalah dengan alamat di kartu anak saya tidak sesuai,saya ada masalah dengan alamat di kartu anak saya tidak sesuai,saya ada masalah dengan alamat di kartu anak saya tidak sesuai,"['saya', 'ada', 'masalah', 'dengan', 'alamat', 'di', 'kartu', 'anak', 'saya', 'tidak', 'sesuai']","['alamat', 'kartu', 'anak', 'tidak', 'sesuai']",1,1,2,"['alamat', 'kartu', 'anak', 'tidak', 'sesuai']",reliability
Pengguna Google,5,Sangat memebantu thanks yuo,sangat memebantu thanks yuo,sangat memebantu thanks yuo,"['sangat', 'memebantu', 'thanks', 'yuo']","['sangat', 'memebantu', 'thanks', 'yuo']",2,0,1,"['sangat', 'memebantu', 'thanks', 'yuo']",Tidak Ada Kecocokan
Pengguna Google,1,"Dengan harus adanya surat rujukan dari puskesmas untuk berobat ke Rumah Sakit, ini tanda dunia kesehatan di INDONESIA BOBROK!!!",dengan harus adanya surat rujukan dari puskesmas untuk berobat ke rumah sakit ini tanda dunia kesehatan di indonesia bobrok,dengan harus adanya surat rujukan dari puskesmas untuk berobat ke rumah sakit ini tanda dunia kesehatan di indonesia bobrok,"['dengan', 'harus', 'adanya', 'surat', 'rujukan', 'dari', 'puskesmas', 'untuk', 'berobat', 'ke', 'rumah', 'sakit', 'ini', 'tanda', 'dunia', 'kesehatan', 'di', 'indonesia', 'bobrok']","['surat', 'rujukan', 'puskesmas', 'berobat', 'rumah', 'sakit', 'tanda', 'dunia', 'kesehatan', 'indonesia', 'bobrok']",1,1,1,"['surat', 'rujukan', 'puskesmas', 'berobat', 'rumah', 'sakit', 'tanda', 'dunia', 'kesehatan', 'indonesia', 'bobrok']",Tidak Ada Kecocokan
Pengguna Google,5,Mohon penjelasannya bagaimana pengguna Askes pensiunan ASN dapat mendapat paskes lewat apk JKN,mohon penjelasannya bagaimana pengguna askes pensiunan asn dapat mendapat paskes lewat apk jkn,mohon penjelasannya bagaimana pengguna askes pensiunan asn dapat mendapat fasilitas kesehatan lewat aplikasi jkn,"['mohon', 'penjelasannya', 'bagaimana', 'pengguna', 'askes', 'pensiunan', 'asn', 'dapat', 'mendapat', 'fasilitas', 'kesehatan', 'lewat', 'aplikasi', 'jkn']","['mohon', 'penjelasannya', 'pengguna', 'askes', 'pensiunan', 'asn', 'fasilitas', 'kesehatan', 'aplikasi', 'jkn']",0,0,1,"['mohon', 'penjelasannya', 'pengguna', 'askes', 'pensiunan', 'asn', 'fasilitas', 'kesehatan', 'aplikasi', 'jkn']",tangibles
Pengguna Google,5,semakin memudahkan untuk pindah faskes dan pendaftaran secara online nya.,semakin memudahkan untuk pindah faskes dan pendaftaran secara online nya,semakin memudahkan untuk pindah fasilitas kesehatan dan pendaftaran secara daring ya,"['semakin', 'memudahkan', 'untuk', 'pindah', 'fasilitas', 'kesehatan', 'dan', 'pendaftaran', 'secara', 'daring', 'ya']","['memudahkan', 'pindah', 'fasilitas', 'kesehatan', 'pendaftaran', 'daring']",2,2,1,"['memudahkan', 'pindah', 'fasilitas', 'kesehatan', 'pendaftaran', 'daring']",Tidak Ada Kecocokan
Pengguna Google,1,"Kirim otp harus lewat sms doang gak ada pilihan lewat wa,jaman sekarang hampir semua orang beli paket bukan beli pulsa,harusnya ada pilihan kirim otp lewar wa,biar orang yang gak ada pulsa bisa nerima kode otp nya",kirim otp harus lewat sms doang gak ada pilihan lewat wajaman sekarang hampir semua orang beli paket bukan beli pulsaharusnya ada pilihan kirim otp lewar wabiar orang yang gak ada pulsa bisa nerima kode otp nya,kirim otp harus lewat sms doang tidak ada pilihan lewat wajaman sekarang hampir semua orang beli paket bukan beli pulsaharusnya ada pilihan kirim otp lewar wabiar orang yang tidak ada pulsa bisa menerima kode otp ya,"['kirim', 'otp', 'harus', 'lewat', 'sms', 'doang', 'tidak', 'ada', 'pilihan', 'lewat', 'wajaman', 'sekarang', 'hampir', 'semua', 'orang', 'beli', 'paket', 'bukan', 'beli', 'pulsaharusnya', 'ada', 'pilihan', 'kirim', 'otp', 'lewar', 'wabiar', 'orang', 'yang', 'tidak', 'ada', 'pulsa', 'bisa', 'menerima', 'kode', 'otp', 'ya']","['kirim', 'otp', 'sms', 'doang', 'tidak', 'pilihan', 'wajaman', 'orang', 'beli', 'paket', 'beli', 'pulsaharusnya', 'pilihan', 'kirim', 'otp', 'lewar', 'wabiar', 'orang', 'tidak', 'pulsa', 'bisa', 'menerima', 'kode', 'otp']",2,1,2,"['kirim', 'otp', 'sms', 'doang', 'tidak', 'pilihan', 'wajaman', 'orang', 'beli', 'paket', 'beli', 'pulsaharusnya', 'pilihan', 'kirim', 'otp', 'lewar', 'wabiar', 'orang', 'tidak', 'pulsa', 'bisa', 'menerima', 'kode', 'otp']",assurance
Pengguna Google,5,mantap peningkatannya..,mantap peningkatannya,mantap peningkatannya,"['mantap', 'peningkatannya']","['mantap', 'peningkatannya']",2,2,1,"['mantap', 'peningkatannya']",Tidak Ada Kecocokan
Pengguna Google,4,Mantul skali,mantul skali,mantap sekali,"['mantap', 'sekali']",['mantap'],2,2,1,['mantap'],Tidak Ada Kecocokan
Pengguna Google,3,"Ini gmna sih, masa mau daftar ada notif transaksi belum dapat di proses. Minta tolong dong",ini gmna sih masa mau daftar ada notif transaksi belum dapat di proses minta tolong dong,ini bagaimana sih masa mau daftar ada notifikasi transaksi belum dapat di proses meminta tolong dong,"['ini', 'bagaimana', 'sih', 'masa', 'mau', 'daftar', 'ada', 'notifikasi', 'transaksi', 'belum', 'dapat', 'di', 'proses', 'meminta', 'tolong', 'dong']","['daftar', 'notifikasi', 'transaksi', 'proses', 'tolong']",2,2,0,"['daftar', 'notifikasi', 'transaksi', 'proses', 'tolong']",reliability
Pengguna Google,5,Memudahkan tanpa harus ke kantor bpjsnya...kerennnn,memudahkan tanpa harus ke kantor bpjsnyakerennnn,memudahkan tanpa harus ke kantor bpjsnyakerennnn,"['memudahkan', 'tanpa', 'harus', 'ke', 'kantor', 'bpjsnyakerennnn']","['memudahkan', 'kantor', 'bpjsnyakerennnn']",2,2,1,"['memudahkan', 'kantor', 'bpjsnyakerennnn']",Tidak Ada Kecocokan
Pengguna Google,5,Takut gak bisa berobat makanya di instal...😀😀😃,takut gak bisa berobat makanya di instal,takut tidak bisa berobat makanya di install,"['takut', 'tidak', 'bisa', 'berobat', 'makanya', 'di', 'install']","['takut', 'tidak', 'bisa', 'berobat', 'install']",0,0,0,"['takut', 'tidak', 'bisa', 'berobat', 'install']",reliability
Pengguna Google,2,Sudah 3x verifikasi tapi tidak terima SMS nomor verifikasi..,sudah x verifikasi tapi tidak terima sms nomor verifikasi,sudah kali verifikasi tetapi tidak terima sms nomor verifikasi,"['sudah', 'kali', 'verifikasi', 'tetapi', 'tidak', 'terima', 'sms', 'nomor', 'verifikasi']","['sudah', 'kali', 'verifikasi', 'tidak', 'terima', 'sms', 'nomor', 'verifikasi']",0,0,2,"['sudah', 'kali', 'verifikasi', 'tidak', 'terima', 'sms', 'nomor', 'verifikasi']",assurance
Pengguna Google,1,"Gak dapet kode otp,, sudah coba berapa kali tetap sama",gak dapet kode otp sudah coba berapa kali tetap sama,tidak dapat kode otp sudah coba berapa kali tetap sama,"['tidak', 'dapat', 'kode', 'otp', 'sudah', 'coba', 'berapa', 'kali', 'tetap', 'sama']","['tidak', 'kode', 'otp', 'sudah', 'coba', 'kali']",1,1,2,"['tidak', 'kode', 'otp', 'sudah', 'coba', 'kali']",assurance
Pengguna Google,5,Sangat memudahkan mngambil nomor antrian,sangat memudahkan mngambil nomor antrian,sangat memudahkan mngambil nomor antrean,"['sangat', 'memudahkan', 'mngambil', 'nomor', 'antrean']","['sangat', 'memudahkan', 'mngambil', 'nomor', 'antrean']",2,2,1,"['sangat', 'memudahkan', 'mngambil', 'nomor', 'antrean']",Tidak Ada Kecocokan
Pengguna Google,5,🙏🏻,,,[],[],0,0,0,[],Tidak Ada Kecocokan
Pengguna Google,1,"Aplikasi tolol verifikasi nomer susah banget ngga ada notifikasi kode otp,, bukannya bikin gampang ada aplikasi malah bikin sulit",aplikasi tolol verifikasi nomer susah banget ngga ada notifikasi kode otp bukannya bikin gampang ada aplikasi malah bikin sulit,aplikasi bodoh verifikasi nomor susah banget tidak ada notifikasi kode otp bukannya membuat gampang ada aplikasi malah membuat sulit,"['aplikasi', 'bodoh', 'verifikasi', 'nomor', 'susah', 'banget', 'tidak', 'ada', 'notifikasi', 'kode', 'otp', 'bukannya', 'membuat', 'gampang', 'ada', 'aplikasi', 'malah', 'membuat', 'sulit']","['aplikasi', 'bodoh', 'verifikasi', 'nomor', 'susah', 'banget', 'tidak', 'notifikasi', 'kode', 'otp', 'gampang', 'aplikasi', 'sulit']",1,1,2,"['aplikasi', 'bodoh', 'verifikasi', 'nomor', 'susah', 'banget', 'tidak', 'notifikasi', 'kode', 'otp', 'gampang', 'aplikasi', 'sulit']",assurance
Pengguna Google,5,"Mantap, enggak ribet.",mantap enggak ribet,mantap tidak ribet,"['mantap', 'tidak', 'ribet']","['mantap', 'tidak', 'ribet']",1,1,0,"['mantap', 'tidak', 'ribet']",reliability
Pengguna Google,1,"Sudah download, sdh buat email baru buat daftar, sdh buat pasword... eeee... terakhir2 nomor tidak sesuai... ribet banget mau buatkan akun orang tua saya... harus ke kantor bpjsnya... hadewh...",sudah download sdh buat email baru buat daftar sdh buat pasword eeee terakhir nomor tidak sesuai ribet banget mau buatkan akun orang tua saya harus ke kantor bpjsnya hadewh,sudah unduh sudah buat email baru buat daftar sudah buat pasword eeee terakhir nomor tidak sesuai ribet banget mau buatkan akun orang tua saya harus ke kantor bpjsnya hadewh,"['sudah', 'unduh', 'sudah', 'buat', 'email', 'baru', 'buat', 'daftar', 'sudah', 'buat', 'pasword', 'eeee', 'terakhir', 'nomor', 'tidak', 'sesuai', 'ribet', 'banget', 'mau', 'buatkan', 'akun', 'orang', 'tua', 'saya', 'harus', 'ke', 'kantor', 'bpjsnya', 'hadewh']","['sudah', 'unduh', 'sudah', 'email', 'daftar', 'sudah', 'pasword', 'eeee', 'nomor', 'tidak', 'sesuai', 'ribet', 'banget', 'buatkan', 'akun', 'orang', 'tua', 'kantor', 'bpjsnya', 'hadewh']",1,1,2,"['sudah', 'unduh', 'sudah', 'email', 'daftar', 'sudah', 'pasword', 'eeee', 'nomor', 'tidak', 'sesuai', 'ribet', 'banget', 'buatkan', 'akun', 'orang', 'tua', 'kantor', 'bpjsnya', 'hadewh']",reliability
