userName,score,content,case_folding,hasil_normalisasi,tokenizing,stopword_removal,Label,label_svm,Topik_LDA,processed_words,servqual_label
Pengguna Google,1,Aplikasi tidak bisa berjalan... Tidak bisa berjalan pada emulator?! Dengan kondisi device tidak dilakukan root?!,aplikasi tidak bisa berjalan tidak bisa berjalan pada emulator dengan kondisi device tidak dilakukan root,aplikasi tidak bisa berjalan tidak bisa berjalan pada emulator dengan kondisi device tidak dilakukan root,"['aplikasi', 'tidak', 'bisa', 'berjalan', 'tidak', 'bisa', 'berjalan', 'pada', 'emulator', 'dengan', 'kondisi', 'device', 'tidak', 'dilakukan', 'root']","['aplikasi', 'tidak', 'bisa', 'berjalan', 'tidak', 'bisa', 'berjalan', 'emulator', 'kondisi', 'device', 'tidak', 'root']",1,1,0,"['aplikasi', 'tidak', 'bisa', 'berjalan', 'tidak', 'bisa', 'berjalan', 'emulator', 'kondisi', 'device', 'tidak', 'root']",tangibles
Pengguna Google,5,sampai saat ini... MANTAP,sampai saat ini mantap,sampai saat ini mantap,"['sampai', 'saat', 'ini', 'mantap']",['mantap'],3,3,2,['mantap'],empathy
Pengguna Google,5,"Sangat membantu sejak ada aplikasi ini,semua serba mudah dalam akses kesehatan",sangat membantu sejak ada aplikasi inisemua serba mudah dalam akses kesehatan,sangat membantu sejak ada aplikasi inisemua serba mudah dalam akses kesehatan,"['sangat', 'membantu', 'sejak', 'ada', 'aplikasi', 'inisemua', 'serba', 'mudah', 'dalam', 'akses', 'kesehatan']","['sangat', 'membantu', 'aplikasi', 'inisemua', 'serba', 'mudah', 'akses', 'kesehatan']",3,3,2,"['sangat', 'membantu', 'aplikasi', 'inisemua', 'serba', 'mudah', 'akses', 'kesehatan']",empathy
Pengguna Google,1,"Bayar iuran mahal, eh.. dokter keluarga meriksa seenaknya.. kita BPJS bayar dok, bukan gratisan",bayar iuran mahal eh dokter keluarga meriksa seenaknya kita bpjs bayar dok bukan gratisan,bayar iuran mahal eh dokter keluarga meriksa seenaknya kita bpjs bayar dok bukan gratisan,"['bayar', 'iuran', 'mahal', 'eh', 'dokter', 'keluarga', 'meriksa', 'seenaknya', 'kita', 'bpjs', 'bayar', 'dok', 'bukan', 'gratisan']","['bayar', 'iuran', 'mahal', 'dokter', 'keluarga', 'meriksa', 'bpjs', 'bayar', 'dok', 'gratisan']",3,2,0,"['bayar', 'iuran', 'mahal', 'dokter', 'keluarga', 'meriksa', 'bpjs', 'bayar', 'dok', 'gratisan']",Tidak Ada Kecocokan
Pengguna Google,5,Ok mnatap,ok mnatap,baik mnatap,"['baik', 'mnatap']","['baik', 'mnatap']",2,2,2,"['baik', 'mnatap']",empathy
Pengguna Google,5,Terimakasih dengan aplikasi ini sangat membantu,terimakasih dengan aplikasi ini sangat membantu,terimakasih dengan aplikasi ini sangat membantu,"['terimakasih', 'dengan', 'aplikasi', 'ini', 'sangat', 'membantu']","['terimakasih', 'aplikasi', 'sangat', 'membantu']",3,3,2,"['terimakasih', 'aplikasi', 'sangat', 'membantu']",empathy
Pengguna Google,2,Bisa bikin aplikasi ga sih,bisa bikin aplikasi ga sih,bisa membuat aplikasi tidak sih,"['bisa', 'membuat', 'aplikasi', 'tidak', 'sih']","['bisa', 'aplikasi', 'tidak']",1,1,0,"['bisa', 'aplikasi', 'tidak']",tangibles
Pengguna Google,5,"Sangat membantu, Terima kasih JKN mobile",sangat membantu terima kasih jkn mobile,sangat membantu terima kasih jkn mobile,"['sangat', 'membantu', 'terima', 'kasih', 'jkn', 'mobile']","['sangat', 'membantu', 'terima', 'kasih', 'jkn', 'mobile']",3,3,2,"['sangat', 'membantu', 'terima', 'kasih', 'jkn', 'mobile']",empathy
Pengguna Google,1,Sudah di pakai ribet diskriminasi sama keluarga yg broken home,sudah di pakai ribet diskriminasi sama keluarga yg broken home,sudah di pakai ribet diskriminasi sama keluarga yang broken home,"['sudah', 'di', 'pakai', 'ribet', 'diskriminasi', 'sama', 'keluarga', 'yang', 'broken', 'home']","['sudah', 'pakai', 'ribet', 'diskriminasi', 'keluarga', 'broken', 'home']",1,1,0,"['sudah', 'pakai', 'ribet', 'diskriminasi', 'keluarga', 'broken', 'home']",reliability
Pengguna Google,5,Aplikasi oke mantap,aplikasi oke mantap,aplikasi bagus mantap,"['aplikasi', 'bagus', 'mantap']","['aplikasi', 'bagus', 'mantap']",3,3,2,"['aplikasi', 'bagus', 'mantap']",empathy
Pengguna Google,4,Setelah update tidak bisa login lagi . Selalu muncul pop up permintaan update . Izin aplikasi padahal sudah dicentang semua . Apa solusinya ?,setelah update tidak bisa login lagi  selalu muncul pop up permintaan update  izin aplikasi padahal sudah dicentang semua  apa solusinya,setelah memperbarui tidak bisa login lagi selalu muncul pop up permintaan memperbarui izin aplikasi padahal sudah dicentang semua apa solusinya,"['setelah', 'memperbarui', 'tidak', 'bisa', 'login', 'lagi', 'selalu', 'muncul', 'pop', 'up', 'permintaan', 'memperbarui', 'izin', 'aplikasi', 'padahal', 'sudah', 'dicentang', 'semua', 'apa', 'solusinya']","['memperbarui', 'tidak', 'bisa', 'login', 'muncul', 'pop', 'up', 'permintaan', 'memperbarui', 'izin', 'aplikasi', 'sudah', 'dicentang', 'solusinya']",2,2,0,"['memperbarui', 'tidak', 'bisa', 'login', 'muncul', 'pop', 'up', 'permintaan', 'memperbarui', 'izin', 'aplikasi', 'sudah', 'dicentang', 'solusinya']",reliability
Pengguna Google,1,Tidak efektif. Karena sangat tidak responsif.,tidak efektif karena sangat tidak responsif,tidak efektif karena sangat tidak responsif,"['tidak', 'efektif', 'karena', 'sangat', 'tidak', 'responsif']","['tidak', 'efektif', 'sangat', 'tidak', 'responsif']",1,1,0,"['tidak', 'efektif', 'sangat', 'tidak', 'responsif']",responsiveness
Pengguna Google,1,Ini aplikasi ngeselin.Aku gk pernah root hp tpi tidak bisa login,ini aplikasi ngeselinaku gk pernah root hp tpi tidak bisa login,ini aplikasi ngeselinaku tidak pernah root hp tapi tidak bisa login,"['ini', 'aplikasi', 'ngeselinaku', 'tidak', 'pernah', 'root', 'hp', 'tapi', 'tidak', 'bisa', 'login']","['aplikasi', 'ngeselinaku', 'tidak', 'root', 'hp', 'tidak', 'bisa', 'login']",1,1,0,"['aplikasi', 'ngeselinaku', 'tidak', 'root', 'hp', 'tidak', 'bisa', 'login']",tangibles
Pengguna Google,5,Aplikasinya sangat mudah,aplikasinya sangat mudah,aplikasinya sangat mudah,"['aplikasinya', 'sangat', 'mudah']","['aplikasinya', 'sangat', 'mudah']",2,2,2,"['aplikasinya', 'sangat', 'mudah']",empathy
Pengguna Google,5,Aplikasi ini sangat bermanfaat dan membantu keluarga kami dalam mendapatkan fasilitas pelayanan kesehatan di Rumah Sakit.,aplikasi ini sangat bermanfaat dan membantu keluarga kami dalam mendapatkan fasilitas pelayanan kesehatan di rumah sakit,aplikasi ini sangat bermanfaat dan membantu keluarga kami dalam mendapatkan fasilitas pelayanan kesehatan di rumah sakit,"['aplikasi', 'ini', 'sangat', 'bermanfaat', 'dan', 'membantu', 'keluarga', 'kami', 'dalam', 'mendapatkan', 'fasilitas', 'pelayanan', 'kesehatan', 'di', 'rumah', 'sakit']","['aplikasi', 'sangat', 'bermanfaat', 'membantu', 'keluarga', 'fasilitas', 'pelayanan', 'kesehatan', 'rumah', 'sakit']",3,3,2,"['aplikasi', 'sangat', 'bermanfaat', 'membantu', 'keluarga', 'fasilitas', 'pelayanan', 'kesehatan', 'rumah', 'sakit']",responsiveness
Pengguna Google,1,Saat verifikasi nomor telepon untuk registrasi akun. Kode otp yang di berikan tidak terkirim bahkan sudah coba gunakan kontak lain sampai 3x tetap tidak menerima kode otp. Hal serupa juga terjadi di hp yg lain. Padahal untuk kondisi jaringan sangat stabil.Untuk verifikasi email lancar² saja. Mohon perbaiki lagi fitur verifikasi nomor hp ini karena sangat menyulitkan pengguna yang ingin mendaftar.,saat verifikasi nomor telepon untuk registrasi akun kode otp yang di berikan tidak terkirim bahkan sudah coba gunakan kontak lain sampai x tetap tidak menerima kode otp hal serupa juga terjadi di hp yg lain padahal untuk kondisi jaringan sangat stabiluntuk verifikasi email lancar saja mohon perbaiki lagi fitur verifikasi nomor hp ini karena sangat menyulitkan pengguna yang ingin mendaftar,saat verifikasi nomor telepon untuk registrasi akun kode otp yang di berikan tidak terkirim bahkan sudah coba gunakan kontak lain sampai kali tetap tidak menerima kode otp hal serupa juga terjadi di hp yang lain padahal untuk kondisi jaringan sangat stabiluntuk verifikasi email lancar saja mohon perbaiki lagi fitur verifikasi nomor hp ini karena sangat menyulitkan pengguna yang ingin mendaftar,"['saat', 'verifikasi', 'nomor', 'telepon', 'untuk', 'registrasi', 'akun', 'kode', 'otp', 'yang', 'di', 'berikan', 'tidak', 'terkirim', 'bahkan', 'sudah', 'coba', 'gunakan', 'kontak', 'lain', 'sampai', 'kali', 'tetap', 'tidak', 'menerima', 'kode', 'otp', 'hal', 'serupa', 'juga', 'terjadi', 'di', 'hp', 'yang', 'lain', 'padahal', 'untuk', 'kondisi', 'jaringan', 'sangat', 'stabiluntuk', 'verifikasi', 'email', 'lancar', 'saja', 'mohon', 'perbaiki', 'lagi', 'fitur', 'verifikasi', 'nomor', 'hp', 'ini', 'karena', 'sangat', 'menyulitkan', 'pengguna', 'yang', 'ingin', 'mendaftar']","['verifikasi', 'nomor', 'telepon', 'registrasi', 'akun', 'kode', 'otp', 'tidak', 'terkirim', 'sudah', 'coba', 'kontak', 'kali', 'tidak', 'menerima', 'kode', 'otp', 'hp', 'kondisi', 'jaringan', 'sangat', 'stabiluntuk', 'verifikasi', 'email', 'lancar', 'mohon', 'perbaiki', 'fitur', 'verifikasi', 'nomor', 'hp', 'sangat', 'menyulitkan', 'pengguna', 'mendaftar']",1,1,1,"['verifikasi', 'nomor', 'telepon', 'registrasi', 'akun', 'kode', 'otp', 'tidak', 'terkirim', 'sudah', 'coba', 'kontak', 'kali', 'tidak', 'menerima', 'kode', 'otp', 'hp', 'kondisi', 'jaringan', 'sangat', 'stabiluntuk', 'verifikasi', 'email', 'lancar', 'mohon', 'perbaiki', 'fitur', 'verifikasi', 'nomor', 'hp', 'sangat', 'menyulitkan', 'pengguna', 'mendaftar']",assurance
Pengguna Google,2,Aplikasi ini sungguh sangat bermasalah sangat lambat kdang mlh tdk bisa d gunakan,aplikasi ini sungguh sangat bermasalah sangat lambat kdang mlh tdk bisa d gunakan,aplikasi ini sungguh sangat bermasalah sangat lambat kadang malah tidak bisa di gunakan,"['aplikasi', 'ini', 'sungguh', 'sangat', 'bermasalah', 'sangat', 'lambat', 'kadang', 'malah', 'tidak', 'bisa', 'di', 'gunakan']","['aplikasi', 'sungguh', 'sangat', 'bermasalah', 'sangat', 'lambat', 'kadang', 'tidak', 'bisa']",2,2,2,"['aplikasi', 'sungguh', 'sangat', 'bermasalah', 'sangat', 'lambat', 'kadang', 'tidak', 'bisa']",responsiveness
Pengguna Google,2,Kenapa eror muluk setiap mau daftar online ..,kenapa eror muluk setiap mau daftar online,kenapa error muluk setiap mau daftar daring,"['kenapa', 'error', 'muluk', 'setiap', 'mau', 'daftar', 'daring']","['error', 'muluk', 'daftar', 'daring']",1,1,0,"['error', 'muluk', 'daftar', 'daring']",responsiveness
Pengguna Google,1,Kenapa selalu tidak bisa di pakai aplikasi nya selalu saja ada peringatan mobile jkn tidak bisa berjalan di emulator dan dengan kondisi device tidak di root,kenapa selalu tidak bisa di pakai aplikasi nya selalu saja ada peringatan mobile jkn tidak bisa berjalan di emulator dan dengan kondisi device tidak di root,kenapa selalu tidak bisa di pakai aplikasi ya selalu saja ada peringatan mobile jkn tidak bisa berjalan di emulator dan dengan kondisi device tidak di root,"['kenapa', 'selalu', 'tidak', 'bisa', 'di', 'pakai', 'aplikasi', 'ya', 'selalu', 'saja', 'ada', 'peringatan', 'mobile', 'jkn', 'tidak', 'bisa', 'berjalan', 'di', 'emulator', 'dan', 'dengan', 'kondisi', 'device', 'tidak', 'di', 'root']","['tidak', 'bisa', 'pakai', 'aplikasi', 'peringatan', 'mobile', 'jkn', 'tidak', 'bisa', 'berjalan', 'emulator', 'kondisi', 'device', 'tidak', 'root']",1,1,0,"['tidak', 'bisa', 'pakai', 'aplikasi', 'peringatan', 'mobile', 'jkn', 'tidak', 'bisa', 'berjalan', 'emulator', 'kondisi', 'device', 'tidak', 'root']",tangibles
Pengguna Google,3,"Utk di zaman digitalisasi skrng , sangat membantu, dari fitur sudah cukup lengkap. Harapan nya dengan ada apk ini, sistem terintregrasi baik dari puskes dan RS. Tp utk layannan fitur info riwayat pelayanan, perlu di tambahkan nama dokter yg melayani, dan baik nya kolom isian terapi obat tidak dibiarkan kosong.",utk di zaman digitalisasi skrng  sangat membantu dari fitur sudah cukup lengkap harapan nya dengan ada apk ini sistem terintregrasi baik dari puskes dan rs tp utk layannan fitur info riwayat pelayanan perlu di tambahkan nama dokter yg melayani dan baik nya kolom isian terapi obat tidak dibiarkan kosong,untuk di zaman digitalisasi sekarang sangat membantu dari fitur sudah cukup lengkap harapan ya dengan ada aplikasi ini sistem terintregrasi baik dari puskes dan rumah sakit tapi untuk layannan fitur info riwayat pelayanan perlu di tambahkan nama dokter yang melayani dan baik ya kolom isian terapi obat tidak dibiarkan kosong,"['untuk', 'di', 'zaman', 'digitalisasi', 'sekarang', 'sangat', 'membantu', 'dari', 'fitur', 'sudah', 'cukup', 'lengkap', 'harapan', 'ya', 'dengan', 'ada', 'aplikasi', 'ini', 'sistem', 'terintregrasi', 'baik', 'dari', 'puskes', 'dan', 'rumah', 'sakit', 'tapi', 'untuk', 'layannan', 'fitur', 'info', 'riwayat', 'pelayanan', 'perlu', 'di', 'tambahkan', 'nama', 'dokter', 'yang', 'melayani', 'dan', 'baik', 'ya', 'kolom', 'isian', 'terapi', 'obat', 'tidak', 'dibiarkan', 'kosong']","['zaman', 'digitalisasi', 'sangat', 'membantu', 'fitur', 'sudah', 'lengkap', 'harapan', 'aplikasi', 'sistem', 'terintregrasi', 'baik', 'puskes', 'rumah', 'sakit', 'layannan', 'fitur', 'info', 'riwayat', 'pelayanan', 'tambahkan', 'nama', 'dokter', 'melayani', 'baik', 'kolom', 'isian', 'terapi', 'obat', 'tidak', 'dibiarkan', 'kosong']",1,1,0,"['zaman', 'digitalisasi', 'sangat', 'membantu', 'fitur', 'sudah', 'lengkap', 'harapan', 'aplikasi', 'sistem', 'terintregrasi', 'baik', 'puskes', 'rumah', 'sakit', 'layannan', 'fitur', 'info', 'riwayat', 'pelayanan', 'tambahkan', 'nama', 'dokter', 'melayani', 'baik', 'kolom', 'isian', 'terapi', 'obat', 'tidak', 'dibiarkan', 'kosong']",Tidak Ada Kecocokan
Pengguna Google,5,Mudah dan membantu,mudah dan membantu,mudah dan membantu,"['mudah', 'dan', 'membantu']","['mudah', 'membantu']",3,3,2,"['mudah', 'membantu']",empathy
Pengguna Google,1,selalu error,selalu error,selalu error,"['selalu', 'error']",['error'],1,1,0,['error'],tangibles
Pengguna Google,2,"Ini gimana kok tidak bisa mendaftar, dan malah apl nya tidak bisa di buka?",ini gimana kok tidak bisa mendaftar dan malah apl nya tidak bisa di buka,ini bagaimana kok tidak bisa mendaftar dan malah aplikasi ya tidak bisa di buka,"['ini', 'bagaimana', 'kok', 'tidak', 'bisa', 'mendaftar', 'dan', 'malah', 'aplikasi', 'ya', 'tidak', 'bisa', 'di', 'buka']","['tidak', 'bisa', 'mendaftar', 'aplikasi', 'tidak', 'bisa', 'buka']",1,1,0,"['tidak', 'bisa', 'mendaftar', 'aplikasi', 'tidak', 'bisa', 'buka']",tangibles
Pengguna Google,1,Gak bisa nge daftar karena utk mengirim kode verifikasi gak bisa sdh dicoba berulang kali,gak bisa nge daftar karena utk mengirim kode verifikasi gak bisa sdh dicoba berulang kali,tidak bisa nge daftar karena untuk mengirim kode verifikasi tidak bisa sudah dicoba berulang kali,"['tidak', 'bisa', 'nge', 'daftar', 'karena', 'untuk', 'mengirim', 'kode', 'verifikasi', 'tidak', 'bisa', 'sudah', 'dicoba', 'berulang', 'kali']","['tidak', 'bisa', 'nge', 'daftar', 'mengirim', 'kode', 'verifikasi', 'tidak', 'bisa', 'sudah', 'dicoba', 'berulang', 'kali']",2,2,1,"['tidak', 'bisa', 'nge', 'daftar', 'mengirim', 'kode', 'verifikasi', 'tidak', 'bisa', 'sudah', 'dicoba', 'berulang', 'kali']",assurance
Pengguna Google,4,Sangat lancar dan membantu,sangat lancar dan membantu,sangat lancar dan membantu,"['sangat', 'lancar', 'dan', 'membantu']","['sangat', 'lancar', 'membantu']",3,3,2,"['sangat', 'lancar', 'membantu']",empathy
Pengguna Google,1,tidak bisa di pakai,tidak bisa di pakai,tidak bisa di pakai,"['tidak', 'bisa', 'di', 'pakai']","['tidak', 'bisa', 'pakai']",2,2,0,"['tidak', 'bisa', 'pakai']",reliability
Pengguna Google,5,Sangat membantu.vterima kasih.,sangat membantuvterima kasih,sangat membantuvterima kasih,"['sangat', 'membantuvterima', 'kasih']","['sangat', 'membantuvterima', 'kasih']",2,2,2,"['sangat', 'membantuvterima', 'kasih']",responsiveness
Pengguna Google,5,"Alhamdulillah, bisa mindah faskes 1 anakku yang mesantren di Jawa Timur",alhamdulillah bisa mindah faskes  anakku yang mesantren di jawa timur,alhamdulillah bisa mindah fasilitas kesehatan anakku yang mesantren di jawa timur,"['alhamdulillah', 'bisa', 'mindah', 'fasilitas', 'kesehatan', 'anakku', 'yang', 'mesantren', 'di', 'jawa', 'timur']","['alhamdulillah', 'bisa', 'mindah', 'fasilitas', 'kesehatan', 'anakku', 'mesantren', 'jawa', 'timur']",3,3,2,"['alhamdulillah', 'bisa', 'mindah', 'fasilitas', 'kesehatan', 'anakku', 'mesantren', 'jawa', 'timur']",responsiveness
Pengguna Google,1,"sumpah ya, ibu saya harus kontrol besok masa harus terganggu hanya karena pelayanan kaya gini, nge ribetin masa nomor hp aja harus ribet sih...ini mah nambah mempersulit sih bisa ga no hp aja ga semua orang punya m banking kali...",sumpah ya ibu saya harus kontrol besok masa harus terganggu hanya karena pelayanan kaya gini nge ribetin masa nomor hp aja harus ribet sihini mah nambah mempersulit sih bisa ga no hp aja ga semua orang punya m banking kali,sumpah ya ibu saya harus kontrol besok masa harus terganggu hanya karena pelayanan seperti begini nge ribetin masa nomor hp saja harus ribet sihini mah menambah mempersulit sih bisa tidak nomor hp saja tidak semua orang punya sama banking kali,"['sumpah', 'ya', 'ibu', 'saya', 'harus', 'kontrol', 'besok', 'masa', 'harus', 'terganggu', 'hanya', 'karena', 'pelayanan', 'seperti', 'begini', 'nge', 'ribetin', 'masa', 'nomor', 'hp', 'saja', 'harus', 'ribet', 'sihini', 'mah', 'menambah', 'mempersulit', 'sih', 'bisa', 'tidak', 'nomor', 'hp', 'saja', 'tidak', 'semua', 'orang', 'punya', 'sama', 'banking', 'kali']","['sumpah', 'kontrol', 'besok', 'terganggu', 'pelayanan', 'nge', 'ribetin', 'nomor', 'hp', 'ribet', 'sihini', 'mah', 'menambah', 'mempersulit', 'bisa', 'tidak', 'nomor', 'hp', 'tidak', 'orang', 'banking', 'kali']",2,2,0,"['sumpah', 'kontrol', 'besok', 'terganggu', 'pelayanan', 'nge', 'ribetin', 'nomor', 'hp', 'ribet', 'sihini', 'mah', 'menambah', 'mempersulit', 'bisa', 'tidak', 'nomor', 'hp', 'tidak', 'orang', 'banking', 'kali']",assurance
Pengguna Google,5,Sangat membantu dan mempermudah 🙏🙏,sangat membantu dan mempermudah,sangat membantu dan mempermudah,"['sangat', 'membantu', 'dan', 'mempermudah']","['sangat', 'membantu', 'mempermudah']",3,3,2,"['sangat', 'membantu', 'mempermudah']",empathy
Pengguna Google,5,Semuanya jadi mudah,semuanya jadi mudah,semuanya jadi mudah,"['semuanya', 'jadi', 'mudah']",['mudah'],2,2,2,['mudah'],empathy
Pengguna Google,1,Aplikasi gblk anggaran milyaran ngirim notifikasi sms aja ga ada yg masuk udah pake 5 nomor semua sama komplant ga ada respon apk pmbdohan,aplikasi gblk anggaran milyaran ngirim notifikasi sms aja ga ada yg masuk udah pake  nomor semua sama komplant ga ada respon apk pmbdohan,aplikasi gblk anggaran milyaran mengirim notifikasi sms saja tidak ada yang masuk sudah pakai nomor semua sama komplant tidak ada respon aplikasi pmbdohan,"['aplikasi', 'gblk', 'anggaran', 'milyaran', 'mengirim', 'notifikasi', 'sms', 'saja', 'tidak', 'ada', 'yang', 'masuk', 'sudah', 'pakai', 'nomor', 'semua', 'sama', 'komplant', 'tidak', 'ada', 'respon', 'aplikasi', 'pmbdohan']","['aplikasi', 'gblk', 'anggaran', 'milyaran', 'mengirim', 'notifikasi', 'sms', 'tidak', 'masuk', 'sudah', 'pakai', 'nomor', 'komplant', 'tidak', 'respon', 'aplikasi', 'pmbdohan']",1,1,1,"['aplikasi', 'gblk', 'anggaran', 'milyaran', 'mengirim', 'notifikasi', 'sms', 'tidak', 'masuk', 'sudah', 'pakai', 'nomor', 'komplant', 'tidak', 'respon', 'aplikasi', 'pmbdohan']",reliability
Pengguna Google,1,Pendaftaran gagal trus kode ver tidak dikirim2,pendaftaran gagal trus kode ver tidak dikirim,pendaftaran gagal terus kode ver tidak dikirim,"['pendaftaran', 'gagal', 'terus', 'kode', 'ver', 'tidak', 'dikirim']","['pendaftaran', 'gagal', 'kode', 'ver', 'tidak', 'dikirim']",1,1,1,"['pendaftaran', 'gagal', 'kode', 'ver', 'tidak', 'dikirim']",assurance
Pengguna Google,2,"gimna y, susah daftar uda 2 hari daftar ngk bisa terus, orang tua sya sakit, harus rujuk, tp online... uda online ngk bisa bikin akun... ampun dah. perbaiki !! klo sudah di perbaiki bintang jg saya perbaiki.",gimna y susah daftar uda  hari daftar ngk bisa terus orang tua sya sakit harus rujuk tp online uda online ngk bisa bikin akun ampun dah perbaiki  klo sudah di perbaiki bintang jg saya perbaiki,bagaimana ya susah daftar sudah hari daftar tidak bisa terus orang tua saya sakit harus rujuk tapi daring sudah daring tidak bisa membuat akun ampun sudah perbaiki kalau sudah di perbaiki bintang juga saya perbaiki,"['bagaimana', 'ya', 'susah', 'daftar', 'sudah', 'hari', 'daftar', 'tidak', 'bisa', 'terus', 'orang', 'tua', 'saya', 'sakit', 'harus', 'rujuk', 'tapi', 'daring', 'sudah', 'daring', 'tidak', 'bisa', 'membuat', 'akun', 'ampun', 'sudah', 'perbaiki', 'kalau', 'sudah', 'di', 'perbaiki', 'bintang', 'juga', 'saya', 'perbaiki']","['susah', 'daftar', 'sudah', 'daftar', 'tidak', 'bisa', 'orang', 'tua', 'sakit', 'rujuk', 'daring', 'sudah', 'daring', 'tidak', 'bisa', 'akun', 'ampun', 'sudah', 'perbaiki', 'sudah', 'perbaiki', 'bintang', 'perbaiki']",1,1,0,"['susah', 'daftar', 'sudah', 'daftar', 'tidak', 'bisa', 'orang', 'tua', 'sakit', 'rujuk', 'daring', 'sudah', 'daring', 'tidak', 'bisa', 'akun', 'ampun', 'sudah', 'perbaiki', 'sudah', 'perbaiki', 'bintang', 'perbaiki']",responsiveness
Pengguna Google,1,"Aplikasi gk jelas disuruh masukan captcha padahal sudah jelas jelas sesuai dengan yang dikolom angka nya tpi pas klik masuk ehhhh MUNCUL NOTIF CAPTCHA TIDAK SESUAI FAAAKKK, pdhal udh sangattt sesuai",aplikasi gk jelas disuruh masukan captcha padahal sudah jelas jelas sesuai dengan yang dikolom angka nya tpi pas klik masuk ehhhh muncul notif captcha tidak sesuai faaakkk pdhal udh sangattt sesuai,aplikasi tidak jelas disuruh masukan captcha padahal sudah jelas jelas sesuai dengan yang dikolom angka ya tapi ketika klik masuk ehhhh muncul notifikasi captcha tidak sesuai faaakkk padahal sudah sangat sesuai,"['aplikasi', 'tidak', 'jelas', 'disuruh', 'masukan', 'captcha', 'padahal', 'sudah', 'jelas', 'jelas', 'sesuai', 'dengan', 'yang', 'dikolom', 'angka', 'ya', 'tapi', 'ketika', 'klik', 'masuk', 'ehhhh', 'muncul', 'notifikasi', 'captcha', 'tidak', 'sesuai', 'faaakkk', 'padahal', 'sudah', 'sangat', 'sesuai']","['aplikasi', 'tidak', 'disuruh', 'masukan', 'captcha', 'sudah', 'sesuai', 'dikolom', 'angka', 'klik', 'masuk', 'ehhhh', 'muncul', 'notifikasi', 'captcha', 'tidak', 'sesuai', 'faaakkk', 'sudah', 'sangat', 'sesuai']",1,1,1,"['aplikasi', 'tidak', 'disuruh', 'masukan', 'captcha', 'sudah', 'sesuai', 'dikolom', 'angka', 'klik', 'masuk', 'ehhhh', 'muncul', 'notifikasi', 'captcha', 'tidak', 'sesuai', 'faaakkk', 'sudah', 'sangat', 'sesuai']",tangibles
Pengguna Google,3,Kenapa sekarang jelek bangat aplikasinya suka eror,kenapa sekarang jelek bangat aplikasinya suka eror,kenapa sekarang jelek sangat aplikasinya suka error,"['kenapa', 'sekarang', 'jelek', 'sangat', 'aplikasinya', 'suka', 'error']","['jelek', 'sangat', 'aplikasinya', 'suka', 'error']",1,1,2,"['jelek', 'sangat', 'aplikasinya', 'suka', 'error']",tangibles
Pengguna Google,5,Terimaksih kami merasa terbantu dengan aplikasi mobile JKN,terimaksih kami merasa terbantu dengan aplikasi mobile jkn,terima kasih kami merasa terbantu dengan aplikasi mobile jkn,"['terima', 'kasih', 'kami', 'merasa', 'terbantu', 'dengan', 'aplikasi', 'mobile', 'jkn']","['terima', 'kasih', 'terbantu', 'aplikasi', 'mobile', 'jkn']",3,3,2,"['terima', 'kasih', 'terbantu', 'aplikasi', 'mobile', 'jkn']",empathy
Pengguna Google,1,"Jaringan bagus,ada pulsa 2rb, tapi kode OTP tidak kunjung keluar. Apa semahal itu kode OTP? Baru kali ini saya sangat kecewa dengan prigram pemerintah.",jaringan bagusada pulsa rb tapi kode otp tidak kunjung keluar apa semahal itu kode otp baru kali ini saya sangat kecewa dengan prigram pemerintah,jaringan bagusada pulsa ribu tetapi kode otp tidak kunjung keluar apa semahal itu kode otp baru kali ini saya sangat kecewa dengan prigram pemerintah,"['jaringan', 'bagusada', 'pulsa', 'ribu', 'tetapi', 'kode', 'otp', 'tidak', 'kunjung', 'keluar', 'apa', 'semahal', 'itu', 'kode', 'otp', 'baru', 'kali', 'ini', 'saya', 'sangat', 'kecewa', 'dengan', 'prigram', 'pemerintah']","['jaringan', 'bagusada', 'pulsa', 'ribu', 'kode', 'otp', 'tidak', 'kunjung', 'semahal', 'kode', 'otp', 'kali', 'sangat', 'kecewa', 'prigram', 'pemerintah']",1,1,1,"['jaringan', 'bagusada', 'pulsa', 'ribu', 'kode', 'otp', 'tidak', 'kunjung', 'semahal', 'kode', 'otp', 'kali', 'sangat', 'kecewa', 'prigram', 'pemerintah']",assurance
